i690,i750,i800,i850,ii690,ii750,ii800,ii850,Ambient,a690,aa690,patient 13-slice4-unhealthy
3965,3908,3718,3459,5945,11332,11263,6533,2198,0.5295,0.1221,
3917,3885,3658,3415,6124,11861,11836,6786,2178,0.619,0.1221,
3872,3761,3598,3385,6389,12289,12244,7040,2200,0.6976,0.1221,
3796,3658,3497,3331,6484,12639,12645,7218,2145,0.189,0.1221,
3691,3645,3429,3268,6713,13041,13062,7403,2152,0.596,0.1221,
3633,3575,3440,3237,6902,13693,13547,7694,2185,0.3939,0.1221,
3566,3490,3343,3167,7054,14112,14021,7915,2082,0.3418,0.1221,
3489,3422,3325,3084,7293,14604,14519,8129,2143,0.3447,0.1221,
3439,3398,3206,3044,7568,15154,15100,8452,2160,0.7836,0.1221,
3339,3336,3198,2995,7784,15800,15677,8779,2116,0.4524,0.1221,
3368,3325,3166,2981,8115,16636,16316,9172,2114,0.6226,0.1221,
3278,3239,3105,2951,8421,17223,17080,9466,2128,0.2112,0.1221,
3206,3199,3034,2928,8669,17738,17568,9772,2087,0.5123,0.1221,
3123,3129,2994,2869,8954,18493,18350,10171,2060,0.7666,0.1221,
3105,3108,2953,2717,9210,19190,19165,10489,2072,0.4982,0.1221,
3073,3000,2955,2770,9615,20153,19974,10948,2075,0.8161,0.1221,
2995,2994,2901,2745,10047,20986,20747,11340,2027,0.6047,0.1221,
2963,2956,2844,2710,10375,21835,21710,11736,2029,0.7141,0.1221,
2935,2914,2800,2677,10870,22828,22660,12348,2098,0.2415,0.1221,
2880,2863,2748,2672,11330,23922,23660,12952,2005,0.7836,0.1221,
2839,2831,2737,2608,11762,25001,24759,13528,2027,0.5628,0.1221,
2806,2799,2727,2604,12252,26152,25914,14085,2027,0.9148,0.1221,
2801,2745,2684,2561,12765,27178,27033,14659,2029,0.2256,0.1221,
2731,2715,2661,2537,13325,28570,28350,15355,2029,0.7483,0.1221,
2724,2681,2645,2547,13932,29872,29547,16079,2001,0.772,0.1221,
2668,2667,2593,2511,14471,31241,30988,16761,1972,1,0.1221,
2615,2630,2590,2462,15154,32723,32254,17525,1967,0.178,0.1221,
2580,2602,2513,2482,15768,34169,33792,18335,1993,0.1062,0.1221,
2545,2552,2468,2369,16494,35812,35317,19191,1994,0.5336,0.1221,
2540,2543,2521,2379,17271,37659,37056,20135,1943,0.0504,0.1221,
2472,2502,2448,2353,18059,39260,38818,21093,1927,0.0267,0.1221,
2455,2469,2420,2353,18918,40974,40644,22048,1962,0.2251,0.1221,
2429,2437,2390,2322,19787,43051,42624,23129,1944,0.1306,0.1221,
2412,2447,2386,2288,20594,44874,44494,24134,1952,0.414,0.1221,
2380,2431,2314,2289,21681,47091,46606,25346,1906,0.4921,0.1221,
2343,2362,2300,2276,22784,49423,48863,26740,1934,0.4306,0.1221,
2335,2365,2312,2239,23759,51537,51016,27846,1964,0.1384,0.1221,
2325,2345,2299,2251,24792,53821,53377,29189,1902,0.0773,0.1221,
2275,2285,2277,2182,26027,56052,55922,30520,1930,0.4103,0.1221,
2223,2263,2252,2178,27115,58424,58308,31947,1879,0.0105,0.1221,
2247,2302,2228,2158,28405,61493,61254,33378,1905,0.1882,0.1221,
62250,57438,59704,58111,2786,3026,3082,2734,2519,0.0913,0.0659,patient 13-slice10-unhealthy
59619,55519,57263,56067,2740,3080,3056,2766,2561,0.0913,0.0315,
57371,53628,55076,53871,2810,3080,3073,2742,2529,0.0913,0.0464,
55640,51937,52989,52014,2774,3133,3155,2778,2559,0.0913,0.3738,
53691,49800,50881,49737,2842,3134,3173,2817,2555,0.0913,0.2608,
51816,47879,48968,47751,2816,3153,3168,2830,2581,0.0913,0.1702,
49988,46218,47024,45830,2850,3185,3249,2816,2634,0.0913,0.1837,
48152,44394,45099,43845,2894,3217,3205,2820,2541,0.0913,0.4276,
46428,42605,43166,41878,2885,3248,3231,2842,2601,0.0913,0.4739,
44673,40999,41496,40264,2910,3270,3260,2817,2548,0.0913,0.3142,
43094,39634,39896,38705,2957,3355,3330,2908,2576,0.0913,0.2467,
41378,37998,38208,36973,2938,3355,3338,2900,2590,0.0913,0.2154,
40006,36558,36697,35316,2937,3352,3312,2901,2558,0.0913,0,
38484,35136,35297,33969,3007,3363,3416,2954,2587,0.0913,0.3261,
37195,34052,33859,32629,2981,3390,3431,2903,2647,0.0913,0.8135,
35901,32631,32476,31188,3008,3428,3450,2950,2638,0.0913,0.0033,
34547,31536,31241,29880,3040,3468,3460,2922,2598,0.0913,0.3113,
33387,30406,30140,28731,2992,3517,3535,2992,2600,0.0913,0.6456,
32274,29326,28982,27667,3072,3570,3565,2979,2595,0.0913,0.7194,
31156,28353,27857,26606,3104,3581,3598,3023,2634,0.0913,0.8176,
30132,27431,26929,25686,3098,3618,3612,3052,2652,0.0913,0.0093,
29123,26402,25907,24672,3125,3611,3646,3042,2647,0.0913,0.1006,
28144,25412,24895,23615,3111,3650,3696,3068,2597,0.0913,0.4887,
27090,24605,23981,22744,3172,3758,3720,3085,2607,0.0913,0.2754,
26210,23762,23140,21864,3179,3755,3772,3089,2620,0.0913,0.3551,
25307,22941,22290,21062,3200,3806,3783,3138,2584,0.0913,0.0358,
24522,22148,21457,20185,3182,3814,3828,3144,2625,0.0913,0.8499,
23638,21369,20740,19480,3261,3844,3888,3134,2622,0.0913,0.2099,
23068,20807,20041,18922,3267,3915,3952,3180,2551,0.0913,0.7496,
22196,20164,19370,18233,3302,4034,4012,3193,2617,0.0913,0.801,
21408,19320,18694,17437,3344,4004,4033,3239,2608,0.0913,0.3285,
20777,18700,17954,16839,3367,4066,4071,3255,2596,0.0913,0.6703,
20178,18054,17377,16258,3345,4131,4108,3223,2615,0.0913,0.7245,
19373,17469,16826,15753,3408,4158,4133,3305,2569,0.0913,1,
18998,17009,16295,15246,3434,4252,4247,3323,2645,0.0913,0.4464,
18211,16320,15719,14520,3437,4291,4267,3335,2570,0.0913,0.3823,
17657,15772,15252,14152,3440,4377,4339,3388,2582,0.0913,0.9692,
17083,15423,14708,13724,3545,4472,4406,3424,2638,0.0913,0.9229,
16906,15096,14285,13485,3601,4541,4526,3507,2648,0.0913,0.2136,
15970,14284,13750,12669,3583,4552,4525,3496,2583,0.0913,0.3864,
15481,13931,13239,12266,3617,4595,4628,3486,2593,0.0913,0.2159,
14949,13481,12872,11792,3630,4707,4709,3511,2584,0.0913,0.8455,
14604,13028,12572,11477,3702,4756,4801,3596,2579,0.0913,0.6775,
14180,12623,12069,11125,3738,4831,4815,3631,2585,0.0913,0.2767,
13793,12268,11708,10733,3802,4894,4972,3658,2630,0.0913,0.3617,
13286,11931,11420,10453,3808,4958,5018,3670,2595,0.0913,0.5657,
12826,11599,11098,10134,3870,5081,5085,3713,2581,0.0913,0.36,
12528,11194,10671,9849,3870,5167,5140,3749,2583,0.0913,0.5265,
12170,10936,10407,9531,3938,5230,5248,3819,2574,0.0913,0.716,
11806,10622,10074,9267,4006,5369,5364,3886,2631,0.0913,0.3918,
11492,10327,9857,8951,4051,5462,5450,3955,2584,0.0913,0.5225,
11189,10028,9622,8718,4138,5548,5589,3990,2595,0.0913,0.4421,
10888,9707,9268,8528,4196,5676,5715,4009,2565,0.0913,0.4607,
10544,9540,9073,8274,4201,5799,5781,4119,2618,0.0913,0.6473,
10296,9208,8827,8027,4316,5891,5977,4127,2575,0.0913,0.3886,
9978,8962,8584,7802,4343,5975,6043,4207,2552,0.0913,0.6891,
9807,8762,8365,7566,4380,6137,6155,4253,2569,0.0913,0.4908,
9548,8515,8174,7431,4504,6252,6305,4349,2592,0.0913,0.5709,
9222,8336,7965,7172,4562,6413,6452,4394,2592,0.0913,0,
9016,8076,7722,7047,4606,6548,6536,4497,2562,0.0913,0,
8795,7863,7529,6899,4660,6674,6729,4554,2529,0.0913,0,
8549,7733,7356,6666,4781,6792,6881,4626,2575,0.0913,0,
8391,7574,7178,6593,4815,7040,7018,4725,2591,0.0913,0,
8166,7367,6991,6387,4928,7134,7182,4772,2556,0.0913,0,
7954,7175,6831,6207,4972,7334,7342,4873,2583,0.0913,0,
7722,6997,6671,6106,5023,7500,7530,4920,2554,0.0913,0,
7533,6775,6525,5921,5182,7635,7671,5054,2539,0.0913,0,
7387,6689,6381,5778,5313,7859,7874,5109,2552,0.0913,0,
7205,6550,6280,5662,5365,8031,8097,5200,2529,0.0913,0,
7044,6350,6081,5573,5449,8274,8274,5296,2536,0.0913,0,
6886,6278,5937,5417,5567,8415,8516,5419,2499,0.0913,0,
6697,6116,5831,5301,5656,8628,8665,5518,2518,0.0913,0,
6576,6007,5729,5195,5786,8846,8946,5667,2492,0.0913,0,
6410,5821,5581,5120,5852,9104,9178,5734,2510,0.1603,0,
6313,5680,5506,4964,5989,9314,9408,5932,2508,0.2024,0,
6174,5619,5366,4892,6128,9539,9678,5987,2497,0.1666,0,
6059,5483,5283,4784,6225,9826,9894,6138,2458,0.1861,0,
5900,5372,5107,4704,6299,10036,10191,6201,2475,0.1999,0,
5791,5295,5096,4577,6462,10320,10426,6466,2467,0.2423,0,
5596,5160,4978,4524,6657,10680,10800,6559,2489,0.431,0,
5517,5024,4840,4449,6763,10882,11031,6740,2464,0.4539,0,
5448,4968,4764,4368,6968,11248,11346,6845,2477,0.4147,0,
5346,4894,4715,4314,7061,11496,11669,7009,2420,0.4529,0,
5267,4776,4653,4197,7278,11963,12090,7259,2476,0.46,0,
5119,4737,4492,4154,7435,12285,12433,7454,2430,0.4784,0,
5014,4615,4441,4099,7605,12602,12705,7575,2416,0.5502,0,
4901,4566,4350,4025,7840,12921,13113,7790,2403,0.1751,0,
4825,4444,4302,3957,7948,13396,13437,8016,2404,0.5567,0,
4798,4402,4243,3903,8192,13848,13971,8299,2392,0.0891,0,
4693,4375,4148,3870,8455,14335,14440,8586,2396,0.538,0,
4621,4280,4077,3753,8638,14682,14832,8752,2355,0.6086,0,
4522,4157,4051,3722,8894,15188,15312,8971,2348,0.7956,0,
4428,4143,3992,3646,9127,15711,15869,9322,2353,0.1152,0,
4348,4077,3924,3605,9336,16124,16377,9503,2383,0.4557,0,
4289,4018,3851,3570,9654,16792,16913,9870,2338,0.7791,0,
4196,3930,3802,3481,9845,17254,17453,10230,2311,0.8066,0,
4165,3896,3745,3431,10215,17915,18059,10516,2288,0.7435,0,
4130,3861,3702,3448,10625,18614,18841,10964,2349,0.7833,0,
4048,3757,3633,3367,10955,19429,19494,11338,2261,0.5924,0,
3996,3711,3614,3329,11192,19789,20157,11651,2290,0.2862,0,
3900,3656,3546,3274,11611,20587,20845,11958,2280,0.6992,0,
3822,3569,3424,3230,11969,21212,21566,12409,2277,0.7643,0,
3793,3537,3408,3234,12315,22090,22400,12860,2260,0.4569,0,
3689,3488,3408,3156,12684,22867,23226,13372,2223,0.6201,0,
3651,3418,3353,3127,13194,23848,24220,13809,2238,0,0,
3603,3426,3316,3035,13709,24659,25188,14383,2254,0.8859,0,
3596,3400,3275,3089,14190,25778,26211,14948,2221,0.7624,0,
3534,3335,3244,2986,14715,26753,27144,15558,2224,0.689,0,
3500,3266,3204,2958,15227,27800,28325,16152,2227,1,0,
3415,3238,3139,2935,15713,28872,29322,16865,2192,0.0368,0,
3353,3168,3127,2925,16465,30129,30700,17571,2207,0.9625,0,
3343,3177,3086,2823,16975,31191,31862,18299,2183,0.6208,0,
3272,3115,3043,2875,17584,32354,33104,18916,2185,0.9279,0,
3250,3072,2984,2780,18211,33585,34354,19761,2139,0.8495,0,
3186,3048,2953,2773,18886,35075,35767,20471,2142,0.2891,0,
3154,3027,2945,2758,19688,36503,37308,21432,2165,0.6627,0,
3069,2953,2908,2738,20429,38037,38878,22397,2150,0.795,0,
3045,2925,2864,2681,21269,39612,40537,23335,2159,0.154,0,
2979,2931,2844,2631,22025,41109,42280,24296,2109,0.3839,0,
2968,2832,2797,2645,22935,42886,44109,25255,2131,0.2106,0,
2936,2792,2764,2590,23905,44554,45852,26382,2085,0.5584,0,
2878,2812,2706,2595,24894,46511,47708,27621,2081,0.2394,0,
2859,2792,2695,2512,25988,48359,49907,28802,2081,0.2476,0,
2788,2714,2647,2553,26989,50323,51880,30060,2097,0.1036,0,
2818,2674,2623,2523,28152,52358,54107,31402,2064,0.0642,0,
2707,2683,2627,2469,29181,54377,56354,32587,2064,0.281,0,
2702,2637,2583,2463,30393,56360,58599,34018,2015,0.0913,0,
2682,2622,2553,2458,31649,58720,61543,35343,2019,0.1798,0,
58279,60423,52872,51159,2400,2674,2623,2315,2030,0.1709,0.0596,patient 13-slice11-unhealthy(no tumor-like healthy)
56629,58378,51094,49316,2448,2667,2622,2314,2055,0.1709,0.2273,
54924,56634,49292,47758,2497,2739,2681,2309,2057,0.1709,0.0796,
53368,55037,47620,46208,2477,2707,2691,2366,2054,0.1709,0.355,
51584,53079,45932,44260,2518,2775,2677,2339,2043,0.1709,0,
49904,51314,44308,42565,2522,2805,2747,2380,2066,0.1709,0.179,
48250,49415,42837,40938,2539,2838,2768,2436,2060,0.1709,0.1444,
46819,47886,41080,39374,2558,2857,2777,2401,2092,0.1709,0.0588,
45259,45965,39574,37676,2598,2868,2808,2389,2023,0.1709,0.2354,
43700,44505,38199,36328,2615,2900,2861,2428,2074,0.1709,0.1115,
42339,43090,36748,34987,2653,2933,2822,2465,2111,0.1709,0.402,
41045,41443,35531,33506,2623,2970,2914,2507,2067,0.1709,0.0485,
39485,39919,34222,32221,2648,3020,2969,2482,2084,0.1709,0.432,
38216,38685,32948,31087,2694,3010,2914,2503,2089,0.1709,0.277,
37041,37454,31789,29921,2737,3059,3030,2553,2127,0.1709,0.1813,
35789,36097,30571,28699,2710,3127,3059,2558,2104,0.1709,0.2412,
34667,34847,29494,27645,2812,3179,3056,2621,2124,0.1709,0.1046,
33593,33854,28551,26678,2821,3196,3080,2605,2142,0.1709,0.2783,
32380,32761,27532,25678,2839,3286,3127,2644,2140,0.1709,0.1429,
31448,31680,26459,24803,2857,3271,3178,2647,2112,0.1709,0.3493,
30549,30694,25706,23960,2934,3322,3241,2699,2120,0.1709,0.612,
29443,29614,24666,22987,2942,3376,3246,2707,2126,0.1709,0.3536,
28565,28577,23862,22161,2947,3421,3307,2727,2126,0.1709,0.5876,
27676,27687,23069,21288,2995,3480,3378,2734,2155,0.1709,0.1779,
26834,26750,22266,20511,3040,3524,3331,2761,2135,0.1709,0.1611,
25996,25893,21409,19848,3043,3554,3464,2761,2173,0.1709,0.4445,
25096,25008,20781,19093,3067,3595,3470,2843,2127,0.1709,0.7702,
24379,24172,20031,18414,3106,3700,3497,2865,2147,0.1709,0.1609,
23584,23499,19356,17897,3175,3694,3599,2900,2170,0.1709,0.3275,
22925,22696,18787,17274,3199,3772,3605,2964,2148,0.1709,0.329,
22123,21864,18058,16467,3236,3836,3610,2941,2183,0.1709,0.7364,
21470,21216,17472,15922,3270,3905,3744,2996,2198,0.1709,0.366,
20698,20436,16951,15376,3304,3967,3707,3019,2152,0.1709,0.4639,
20122,19818,16289,14855,3325,4051,3831,3062,2160,0.1709,0.5072,
19567,19279,15862,14404,3409,4098,3870,3114,2175,0.1709,0.1542,
18874,18526,15306,13831,3392,4142,3934,3127,2143,0.1709,0.942,
18389,17955,14799,13401,3449,4200,4013,3160,2175,0.1709,0.346,
17835,17562,14301,13041,3526,4320,4093,3222,2148,0.1709,0.5587,
17542,17210,14002,12773,3608,4391,4187,3258,2220,0.1709,0.8673,
16650,16270,13380,12039,3636,4417,4267,3248,2182,0.1709,0.4427,
16138,15746,12955,11699,3711,4503,4248,3369,2192,0.1709,0.7189,
15707,15265,12570,11272,3755,4538,4388,3401,2205,0.1709,0.7093,
15192,14850,12195,10886,3755,4667,4429,3472,2166,0.1709,0.604,
14716,14357,11825,10546,3872,4779,4594,3463,2210,0.1709,0.7469,
14289,13927,11464,10179,3877,4814,4679,3528,2213,0.1709,0.8659,
13864,13469,11151,9917,3981,4925,4753,3605,2196,0.1709,0.6812,
13519,13070,10834,9614,4008,5046,4805,3644,2208,0.1709,0.5485,
13062,12669,10472,9280,4088,5113,4874,3703,2206,0.1709,0.7422,
12771,12339,10135,9019,4162,5232,5002,3782,2193,0.1709,0.7806,
12314,12027,9942,8818,4233,5382,5105,3818,2218,0.1709,0.5498,
12091,11635,9591,8543,4271,5484,5205,3934,2237,0.1709,0.7504,
11710,11359,9416,8341,4397,5585,5402,3976,2229,0.1709,0.6708,
11461,11053,9086,8151,4454,5751,5449,4065,2243,0.1709,0.7805,
11110,10755,8886,7906,4536,5873,5660,4190,2277,0.1709,0.73,
10838,10390,8664,7680,4653,5969,5761,4312,2206,0.1709,0.7531,
10525,10172,8404,7418,4709,6135,5806,4299,2267,0.1709,0.8216,
10322,9891,8238,7283,4800,6245,6019,4420,2262,0.1709,1,
10030,9685,8015,7116,4936,6441,6130,4546,2254,0.1709,0.9079,
9784,9410,7847,6935,5020,6607,6287,4610,2260,0.1709,0.5384,
9546,9235,7722,6756,5146,6761,6428,4682,2291,0.1709,0.8622,
9309,8935,7491,6613,5199,6880,6576,4788,2259,0.1709,0.6985,
9081,8798,7291,6402,5340,7082,6765,4958,2303,0.1709,0.604,
8963,8645,7137,6353,5482,7322,6942,5001,2300,0.1709,0.8793,
8686,8360,6981,6183,5581,7507,7152,5101,2298,0.1709,0.9787,
8493,8140,6827,6087,5665,7580,7296,5230,2266,0.1709,0.7287,
8320,7956,6693,5918,5762,7803,7472,5371,2298,0.0253,0.7977,
8082,7756,6527,5751,5922,8038,7771,5506,2299,0.2065,0.7067,
7852,7567,6396,5650,6082,8195,7915,5617,2296,0.2146,0.2412,
7770,7419,6212,5589,6212,8393,8142,5737,2288,0.1709,0.2412,
7598,7274,6154,5406,6251,8688,8367,5908,2296,0.0624,0.2412,
7398,7064,6000,5323,6494,8863,8617,6025,2245,0.1358,0.2412,
7247,6930,5901,5211,6588,9142,8810,6184,2326,0.3351,0.2412,
7073,6755,5740,5156,6762,9435,9083,6405,2331,0.4304,0.2412,
6934,6643,5627,4994,6890,9654,9332,6498,2304,0.1516,0.2412,
6790,6551,5521,4900,7124,9960,9572,6674,2307,0.552,0.2412,
6659,6317,5438,4847,7224,10309,9849,6866,2292,0.1701,0.2412,
6531,6207,5328,4768,7464,10570,10083,7028,2334,0.6907,0.2412,
6349,6093,5222,4639,7638,10851,10461,7251,2339,0.1332,0.2412,
6247,5989,5151,4581,7890,11168,10749,7420,2339,0.4695,0.2412,
6107,5816,5066,4494,8130,11525,11127,7664,2353,0.3573,0.2412,
6002,5738,4920,4442,8263,11859,11402,7853,2300,0.2669,0.2412,
5907,5634,4837,4331,8526,12153,11857,8164,2316,0.2591,0.2412,
5795,5539,4815,4268,8745,12598,12179,8343,2302,0.6401,0.2412,
5693,5426,4747,4222,8998,13034,12584,8702,2313,0.3166,0.2412,
5598,5369,4615,4155,9318,13570,13067,8975,2361,0.1791,0.2412,
5413,5211,4514,4117,9572,13905,13397,9225,2341,0.339,0.2412,
5344,5115,4478,4016,9780,14357,13880,9492,2306,0.4575,0.2412,
5264,5057,4365,3955,10056,14847,14352,9798,2352,0.1098,0.2412,
5193,4992,4314,3933,10379,15420,14856,10212,2298,0.3212,0.2412,
5142,4971,4322,3911,10784,15968,15473,10568,2335,0.3069,0.2412,
5012,4815,4243,3862,11002,16428,15850,10781,2343,0.9608,0.2412,
4977,4771,4206,3798,11392,16954,16423,11180,2359,0.1911,0.2412,
4901,4692,4129,3703,11773,17603,16950,11607,2358,0.0635,0.2412,
4782,4608,4059,3685,12132,18124,17493,11887,2341,0.796,0.2412,
4724,4562,4021,3671,12503,18786,18141,12295,2370,0.5789,0.2412,
4622,4504,4013,3609,12759,19378,18699,12841,2346,0.554,0.2412,
4558,4409,3950,3577,13283,20018,19353,13263,2375,0.6781,0.2412,
4564,4381,3878,3575,13742,20837,20168,13818,2308,0.5875,0.2412,
4501,4317,3871,3503,14116,21517,20874,14351,2343,0.1421,0.2412,
4381,4237,3783,3465,14509,22206,21424,14731,2358,0.613,0.2412,
4387,4151,3740,3388,15021,22820,22296,15198,2352,0.9652,0.2412,
4272,4160,3698,3426,15521,23561,23126,15723,2342,0.6254,0.2412,
4251,4110,3690,3366,16055,24481,23923,16377,2351,1,0.2412,
4190,4062,3597,3341,16534,25374,24806,16871,2357,0.699,0.2412,
4144,4025,3601,3282,16953,26233,25710,17557,2361,0,0.2412,
4049,3940,3556,3281,17554,27159,26637,18220,2342,0.0889,0.2412,
4111,3906,3549,3266,18295,28248,27705,19028,2327,0.4662,0.2412,
3944,3844,3487,3250,18926,29339,28691,19796,2346,0.8451,0.2412,
3954,3827,3485,3188,19532,30359,29817,20424,2382,0.9335,0.2412,
3851,3783,3427,3162,20258,31496,30839,21260,2370,0.366,0.2412,
3904,3784,3436,3194,20937,32714,32167,22226,2337,0.3276,0.2412,
3805,3691,3361,3114,21634,33771,33269,22930,2347,0.3732,0.2412,
3760,3652,3334,3113,22362,35053,34371,23837,2370,0.7938,0.2412,
3722,3630,3305,3146,23057,36255,35661,24820,2366,0.3239,0.2412,
3722,3556,3295,3060,23865,37622,37026,25641,2357,0.5572,0.2412,
3650,3568,3266,3020,24712,39065,38480,26785,2379,0.0019,0.2412,
3578,3523,3221,3037,25671,40408,39932,27813,2367,0.3347,0.2412,
3569,3520,3236,2982,26481,41909,41524,28936,2371,0.6667,0.2412,
3551,3463,3215,2995,27488,43349,43161,30008,2373,0.9234,0.2412,
3530,3415,3178,2966,28435,45016,44689,31159,2366,0.5741,0.2412,
3460,3387,3127,2966,29332,46481,46350,32343,2380,0.5233,0.2412,
3429,3314,3130,2912,30546,48376,48009,33906,2381,0.2868,0.2412,
3414,3321,3121,2929,31707,50247,49964,35292,2380,0.5419,0.2412,
3398,3315,3078,2874,32730,51960,51875,36531,2377,0.6566,0.2412,
3327,3294,3057,2913,33941,53603,53826,38008,2361,0.6367,0.2412,
3237,3261,3055,2896,35164,55415,55846,39262,2422,0.1827,0.2412,
3278,3220,3042,2852,36457,57341,57901,40719,2361,0.3784,0.2412,
3230,3208,2998,2834,37859,59347,60124,42356,2419,0.0235,0.2412,
61586,60447,56077,54011,3087,3332,3307,2933,2642,0.0283,0.1066,patient 13-slice12-unhealthy(no tumor-like healthy)
59464,58537,54251,52233,3126,3369,3289,2956,2607,0.0283,0.0519,
57833,56829,52366,50503,3165,3407,3328,2958,2616,0.0283,0.082,
56309,55290,50650,48944,3143,3428,3376,2979,2638,0.0283,0.0864,
54773,53282,48928,47152,3188,3451,3381,2972,2649,0.0283,0.18,
53100,51555,47375,45397,3238,3478,3409,3023,2679,0.0283,0.2418,
51610,49905,45613,43713,3282,3511,3445,3050,2668,0.0283,0.1167,
50096,48126,43942,42128,3257,3527,3483,3057,2688,0.0283,0.0579,
48435,46304,42383,40306,3263,3556,3465,3095,2701,0.0283,0.0677,
46778,44951,40760,38774,3292,3577,3495,3070,2633,0.0283,0.0375,
45447,43475,39433,37535,3373,3630,3550,3118,2698,0.0283,0.0591,
43896,41722,37966,35787,3345,3616,3601,3117,2675,0.0283,0.4089,
42386,40396,36548,34602,3354,3659,3572,3095,2675,0.0283,0.6359,
41144,38943,35236,33229,3379,3655,3590,3147,2694,0.0283,0.697,
39725,37744,33895,32021,3439,3777,3688,3143,2668,0.0283,0.6782,
38352,36377,32740,30773,3405,3780,3673,3149,2683,0.0283,0.4513,
37052,35207,31521,29605,3482,3775,3723,3175,2657,0.0283,0.2109,
35971,33992,30435,28551,3489,3843,3712,3164,2687,0.0283,0.1101,
34908,32944,29263,27568,3512,3871,3798,3239,2641,0.0283,0.0447,
33627,31707,28227,26569,3539,3882,3809,3225,2695,0.0283,0.2602,
32635,30864,27336,25611,3503,3969,3819,3244,2647,0.0283,0.0194,
31578,29649,26343,24674,3608,3963,3883,3280,2652,0.0283,0.0366,
30571,28737,25475,23684,3629,4023,3877,3324,2667,0.0283,0.1393,
29561,27776,24582,22877,3649,4033,3923,3357,2691,0.0283,0.0182,
28563,26854,23749,22045,3658,4079,4029,3354,2683,0.0283,0.0845,
27840,26098,22956,21249,3662,4158,4004,3407,2691,0.0283,0.0461,
26838,25299,22248,20644,3684,4183,4087,3391,2662,0.0283,0.5378,
26041,24438,21483,19751,3780,4239,4114,3417,2692,0.0283,0.2725,
25359,23849,20723,19198,3789,4251,4183,3407,2700,0.0283,0.0142,
24634,23093,20170,18725,3849,4363,4242,3493,2676,0.0283,1,
23858,22261,19424,17956,3885,4393,4241,3443,2707,0.0283,0.6552,
23138,21614,18827,17320,3915,4396,4280,3503,2710,0.0283,0.1337,
22438,20901,18213,16765,3933,4531,4368,3558,2701,0.0283,0.4132,
21769,20193,17684,16164,3969,4508,4374,3597,2669,0.0283,0.7801,
21299,19774,17191,15775,4038,4579,4507,3673,2719,0.0283,0.3271,
20501,19036,16586,15139,4083,4675,4569,3674,2680,0.0283,0.0146,
20005,18594,16103,14773,4169,4711,4589,3709,2693,0.0283,0.2058,
19444,18104,15612,14330,4149,4813,4624,3744,2707,0.0283,0.2715,
19307,17719,15359,14126,4295,4930,4762,3828,2786,0.0283,0.4123,
18347,16894,14751,13349,4304,4913,4765,3858,2708,0.0283,0.5734,
17820,16415,14268,12929,4307,5021,4874,3845,2704,0.0283,0.3252,
17310,15946,13948,12527,4327,5061,4892,3859,2698,0.0283,0.4096,
16933,15476,13568,12163,4434,5126,4960,3957,2689,0.0283,0.4009,
16420,15092,13240,11823,4447,5194,5086,3997,2737,0.0283,0.4935,
15943,14659,12832,11511,4536,5281,5173,4023,2717,0.0283,0.0699,
15496,14257,12499,11161,4613,5397,5203,4092,2683,0.0283,0.1379,
15066,13860,12050,10868,4695,5486,5306,4119,2729,0.0283,0.2839,
14700,13426,11797,10538,4756,5530,5377,4186,2681,0.0283,0.0162,
14290,13141,11532,10310,4781,5639,5437,4235,2754,0.0283,0.4481,
13978,12798,11237,10006,4847,5762,5558,4273,2754,0.0283,0.3865,
13572,12515,10952,9806,4947,5801,5662,4380,2744,0.0283,0.481,
13315,12317,10565,9516,5017,5949,5763,4438,2749,0.0283,0.0296,
12922,11912,10404,9343,5024,6013,5828,4506,2747,0.0283,0.3358,
12628,11635,10120,9074,5173,6211,5997,4530,2772,0.0283,0.5216,
12406,11358,9826,8844,5226,6330,6070,4595,2791,0.0283,0.1723,
12022,11053,9601,8561,5322,6376,6160,4641,2792,0.0283,0.1718,
11778,10720,9400,8381,5393,6556,6308,4744,2771,0.0283,0.4304,
11471,10512,9183,8185,5405,6580,6436,4840,2741,0.0283,0.1047,
11174,10217,9003,7985,5550,6773,6568,4918,2755,0.0283,0.2168,
10855,10035,8784,7815,5610,6862,6657,4956,2791,0.0283,0.1214,
10665,9769,8566,7540,5737,7026,6794,5038,2743,0.0283,0.2375,
10418,9567,8354,7436,5808,7148,6948,5099,2840,0.0283,0.1689,
10235,9376,8156,7306,5895,7331,7055,5245,2784,0.0283,0.0877,
9907,9089,8044,7116,5963,7451,7238,5305,2789,0.0283,0.1971,
9699,8890,7802,6957,6126,7574,7295,5359,2784,0.0283,0,
9439,8699,7651,6792,6151,7706,7492,5429,2763,0.0283,0,
9265,8462,7422,6671,6255,7854,7666,5585,2749,0.0283,0,
9040,8244,7290,6466,6380,8054,7769,5651,2794,0.0283,0,
8838,8079,7147,6332,6511,8233,7972,5786,2733,0.1558,0,
8512,7878,6990,6193,6613,8418,8118,5889,2797,0.0283,0,
8452,7688,6871,6089,6739,8517,8262,6003,2805,0.075,0,
8217,7511,6664,5911,6853,8728,8498,6145,2773,0.4161,0,
8003,7362,6554,5828,6948,8917,8680,6186,2737,0.1279,0,
7799,7155,6400,5687,7071,9102,8934,6330,2714,0.0983,0,
7653,7101,6199,5542,7237,9333,9097,6502,2786,0.1938,0,
7483,6863,6114,5509,7404,9566,9301,6626,2776,0.0213,0,
