690i,750i,800i,850i,690ii,750ii,800ii,850ii,label,d690,d750,d800,d850,ai690,
0.61842,0.61832,0.61522,0.61522,0.0087087,0.0089006,0.0075042,0.0077401,0,0.6271287,0.6272206,0.6227242,0.6229601,0.57371,
0.59596,0.5937,0.59032,0.59032,0.0089329,0.0085828,0.0095314,0.0077945,0,0.6048929,0.6022828,0.5998514,0.5981145,0.6966,
0.57502,0.57219,0.5703,0.5703,0.0099894,0.0096368,0.010496,0.010836,0,0.5850094,0.5818268,0.580796,0.581136,0.28996,
0.55389,0.55213,0.54816,0.54816,0.01127,0.010825,0.01151,0.010375,0,0.56516,0.562955,0.55967,0.558535,0.35758,
0.5329,0.53159,0.52602,0.52602,0.012551,0.011996,0.011264,0.012058,0,0.545451,0.543586,0.537284,0.538078,0.52567,
0.51425,0.51372,0.5069,0.5069,0.01428,0.013853,0.01267,0.013443,0,0.52853,0.527573,0.51957,0.520343,0.54591,
0.4939,0.49102,0.48886,0.48886,0.013383,0.013953,0.01424,0.012547,0,0.507283,0.504973,0.5031,0.501407,0.28891,
0.47768,0.47359,0.46975,0.46975,0.014952,0.014187,0.014583,0.013443,0,0.492632,0.487777,0.484333,0.483193,0.86987,
0.45982,0.45601,0.45257,0.45257,0.016617,0.015392,0.014878,0.015127,0,0.476437,0.471402,0.467448,0.467697,0.67849,
0.44165,0.43819,0.43515,0.43515,0.016617,0.015844,0.01697,0.016485,0,0.458267,0.454034,0.45212,0.451635,0.28192,
0.42589,0.4209,0.41853,0.41853,0.017898,0.017099,0.017314,0.015372,0,0.443788,0.437999,0.435844,0.433902,0.8459,
0.41237,0.40633,0.40389,0.40389,0.020907,0.019541,0.019946,0.018169,0,0.433277,0.425871,0.423836,0.422059,0.2994,
0.39498,0.39062,0.38717,0.38717,0.02126,0.019106,0.019014,0.019174,0,0.41624,0.409726,0.406184,0.406344,0.87339,
0.38223,0.37787,0.37278,0.37278,0.020907,0.020846,0.021074,0.020477,0,0.403137,0.398716,0.393854,0.393257,0.2573,
0.36534,0.36015,0.35852,0.35852,0.023469,0.020896,0.021025,0.019961,0,0.388809,0.381046,0.379545,0.378481,0.17733,
0.3532,0.35043,0.34441,0.34441,0.023501,0.022168,0.022741,0.02064,0,0.376701,0.372598,0.367151,0.36505,0.57604,
0.3425,0.33728,0.33154,0.33154,0.024461,0.024226,0.023461,0.023112,0,0.366961,0.361506,0.355001,0.354652,0.43097,
0.32794,0.32294,0.32032,0.32032,0.026831,0.025129,0.025946,0.023981,0,0.354771,0.348069,0.346266,0.344301,0.67911,
0.31688,0.31182,0.30765,0.30765,0.027183,0.026836,0.02624,0.025203,0,0.344063,0.338656,0.33389,0.332853,0.26137,
0.3045,0.30079,0.29695,0.29695,0.029712,0.028074,0.02933,0.027213,0,0.334212,0.328864,0.32628,0.324163,0.59717,
0.29227,0.28769,0.28653,0.28653,0.030737,0.028877,0.029706,0.028299,0,0.323007,0.316567,0.316236,0.314829,0.5913,
0.28363,0.2796,0.27708,0.27708,0.031025,0.030851,0.030197,0.029005,0,0.314655,0.310451,0.307277,0.306085,0.30862,
0.27206,0.26621,0.26495,0.26495,0.031505,0.031487,0.03121,0.030146,0,0.303565,0.297697,0.29616,0.295096,0.58434,
0.26318,0.25863,0.25626,0.25626,0.03349,0.033411,0.03363,0.031341,0,0.29667,0.292041,0.28989,0.287601,0.50647,
0.25495,0.25045,0.24539,0.24539,0.035763,0.034599,0.034365,0.033812,0,0.290713,0.285049,0.279755,0.279202,0.43472,
0.25179,0.24375,0.23927,0.23927,0.039958,0.039133,0.037668,0.036229,0,0.291748,0.282883,0.276938,0.275499,0.44511,
0.23483,0.22935,0.22954,0.22954,0.040086,0.037493,0.038387,0.035822,0,0.274916,0.266843,0.267927,0.265362,0.30061,
0.22798,0.2213,0.22171,0.22171,0.042359,0.040421,0.039875,0.038701,0,0.270339,0.261721,0.261585,0.260411,0.61487,
0.21735,0.21214,0.21293,0.21293,0.041975,0.041542,0.041445,0.039108,0,0.259325,0.253682,0.254375,0.252038,0.51662,
0.21154,0.20544,0.20628,0.20628,0.04492,0.043633,0.043521,0.042041,0,0.25646,0.249073,0.249801,0.248321,0.60738,
0.20392,0.19815,0.19833,0.19833,0.047994,0.045356,0.04599,0.042449,0,0.251914,0.243506,0.24432,0.240779,0.3723,
0.19583,0.19043,0.19041,0.19041,0.049819,0.046996,0.047232,0.045192,0,0.245649,0.237426,0.237642,0.235602,0.48383,
0.18982,0.18551,0.1848,0.1848,0.052092,0.04882,0.050453,0.046278,0,0.241912,0.23433,0.235253,0.231078,0.36549,
0.18256,0.17644,0.17764,0.17764,0.052477,0.051379,0.05163,0.048804,0,0.235037,0.227819,0.22927,0.226444,0.64341,
0.17438,0.16913,0.17077,0.17077,0.053821,0.053069,0.052954,0.048994,0,0.228201,0.222199,0.223724,0.219764,0.28731,
0.16949,0.16479,0.16564,0.16564,0.05808,0.05501,0.055537,0.052606,0,0.22757,0.2198,0.221177,0.218246,0.46064,
0.16308,0.15839,0.15834,0.15834,0.058816,0.056482,0.057516,0.053366,0,0.221896,0.214872,0.215856,0.211706,0.41084,
0.15879,0.15225,0.15372,0.15372,0.062562,0.059795,0.059118,0.057766,0,0.221352,0.212045,0.212838,0.211486,0.37401,
0.15409,0.14816,0.1479,0.1479,0.064707,0.061669,0.062535,0.060346,0,0.218797,0.209829,0.210435,0.208246,0.31685,
0.14878,0.14207,0.14274,0.14274,0.066724,0.065065,0.064693,0.061459,0,0.215504,0.207135,0.207433,0.204199,0.43307,
0.14299,0.13717,0.13716,0.13716,0.068581,0.067056,0.067652,0.06404,0,0.211571,0.204226,0.204812,0.2012,0.54441,
0.1369,0.13222,0.13258,0.13258,0.071687,0.068411,0.070121,0.065859,0,0.208587,0.200631,0.202701,0.198439,0.67182,
0.13279,0.12648,0.12751,0.12751,0.074601,0.071289,0.072164,0.069064,0,0.207391,0.197769,0.199674,0.196574,0.35711,
0.12759,0.12305,0.12189,0.12189,0.076778,0.07435,0.075107,0.072431,0,0.204368,0.1974,0.196997,0.194321,0.36652,
0.12283,0.11787,0.11926,0.11926,0.078155,0.077044,0.078164,0.074278,0,0.200985,0.194914,0.197424,0.193538,0.34308,
0.12051,0.11348,0.11479,0.11479,0.082541,0.080173,0.081205,0.076179,0,0.203051,0.193653,0.195995,0.190969,0.41478,
0.11409,0.10935,0.11016,0.11016,0.085519,0.08295,0.084818,0.079683,0,0.199609,0.1923,0.194978,0.189843,0.51832,
0.11016,0.10584,0.1061,0.1061,0.087408,0.086229,0.086241,0.08191,0,0.197568,0.192069,0.192341,0.18801,0.32622,
0.10837,0.10261,0.10382,0.10382,0.093139,0.090378,0.090034,0.087532,0,0.201509,0.192988,0.193854,0.191352,0.34039,
0.10451,0.10086,0.098908,0.098908,0.097365,0.094946,0.094072,0.091687,0,0.201875,0.195806,0.19298,0.190595,0.2688,
0.10034,0.0949,0.096066,0.096066,0.097397,0.096836,0.09775,0.093751,0,0.197737,0.191736,0.193816,0.189817,0.42669,
0.096696,0.091155,0.091869,0.091869,0.10287,0.10072,0.10053,0.09663,0,0.199566,0.191875,0.192399,0.188499,0.82263,
0.091373,0.08741,0.088796,0.088796,0.10354,0.10309,0.10334,0.0994,0,0.194913,0.1905,0.192136,0.188196,0.3694,
0.089209,0.084869,0.084615,0.084615,0.1087,0.108,0.10812,0.10304,0,0.197909,0.192869,0.192735,0.187655,0.17377,
0.085826,0.08185,0.082219,0.082219,0.11283,0.11168,0.11199,0.10643,0,0.198656,0.19353,0.194209,0.188649,0.63603,
0.082581,0.077148,0.07865,0.07865,0.11529,0.11407,0.11547,0.10899,0,0.197871,0.191218,0.19412,0.18764,0.24897,
0.078665,0.074788,0.075395,0.075395,0.11991,0.119,0.11864,0.1126,0,0.198575,0.193788,0.194035,0.187995,0.41153,
0.076175,0.072,0.073396,0.073396,0.12378,0.12384,0.12388,0.11817,0,0.199955,0.19584,0.197276,0.191566,0.33572,
0.074012,0.069492,0.071116,0.071116,0.12951,0.12842,0.12821,0.12208,0,0.203522,0.197912,0.199326,0.193196,0.74264,
0.071007,0.067348,0.067778,0.067778,0.1355,0.13247,0.13244,0.12683,0,0.206507,0.199818,0.200218,0.194608,0.5036,
0.068362,0.064955,0.065283,0.065283,0.13944,0.13741,0.13911,0.13101,0,0.207802,0.202365,0.204393,0.196293,0.5138,
0.065288,0.061721,0.061466,0.061466,0.14286,0.14219,0.14211,0.13585,0,0.208148,0.203911,0.203576,0.197316,0.83524,
0.063193,0.058702,0.059781,0.059781,0.14763,0.14763,0.14708,0.14057,0,0.210823,0.206332,0.206861,0.200351,0.90891,
0.061905,0.057762,0.058079,0.058079,0.15484,0.15382,0.15383,0.1466,0,0.216745,0.211582,0.211909,0.204679,0.44835,
0.057767,0.054396,0.054907,0.054907,0.15964,0.15896,0.15849,0.15057,0,0.217407,0.213356,0.213397,0.205477,0.58214,
0.055998,0.051921,0.05332,0.05332,0.16582,0.16416,0.1653,0.15774,0,0.221818,0.216081,0.21862,0.21106,0.62565,
0.054315,0.049842,0.050247,0.050247,0.17036,0.17107,0.17016,0.1633,0,0.224675,0.220912,0.220407,0.213547,0.089934,
0.052031,0.048886,0.049074,0.049074,0.176,0.17619,0.1767,0.16922,0,0.228031,0.225076,0.225774,0.218294,0.71136,
0.048614,0.046889,0.047669,0.047669,0.18298,0.18226,0.18322,0.17523,0,0.231594,0.229149,0.230889,0.222899,0.82211,
0.047309,0.043622,0.04486,0.04486,0.18871,0.18924,0.18978,0.18188,0,0.236019,0.232862,0.23464,0.22674,0.44163,
0.045197,0.041874,0.042465,0.042465,0.19601,0.1963,0.19509,0.18889,0,0.241207,0.238174,0.237555,0.231355,0.58532,
0.044682,0.040801,0.041159,0.041159,0.20267,0.20523,0.20176,0.19837,0,0.247352,0.246031,0.242919,0.239529,0.69559,
0.042175,0.039019,0.038962,0.038962,0.21125,0.21176,0.2119,0.20592,0,0.253425,0.250779,0.250862,0.244882,0.43359,
0.040028,0.037749,0.037937,0.037937,0.21836,0.22024,0.21682,0.20996,0,0.258388,0.257989,0.254757,0.247897,0.45326,
0.037864,0.03567,0.034963,0.034963,0.22483,0.22698,0.22679,0.21846,0,0.262694,0.26265,0.261753,0.253423,0.78361,
0.037401,0.034235,0.034302,0.034302,0.23379,0.23699,0.23534,0.22713,0,0.271191,0.271225,0.269642,0.261432,0.71454,
0.034842,0.03341,0.033212,0.033212,0.24375,0.24651,0.24263,0.23777,0,0.278592,0.27992,0.275842,0.270982,0.36224,
0.0334,0.031034,0.031328,0.031328,0.25063,0.25432,0.25073,0.24475,0,0.28403,0.285354,0.282058,0.276078,0.69997,
0.033005,0.029714,0.030584,0.030584,0.25944,0.26347,0.2607,0.25396,0,0.292445,0.293184,0.291284,0.284544,0.20026,
0.031339,0.028807,0.028618,0.028618,0.26936,0.27408,0.2708,0.2652,0,0.300699,0.302887,0.299418,0.293818,0.81456,
0.029244,0.02681,0.02723,0.02723,0.27756,0.28168,0.27957,0.27099,0,0.306804,0.30849,0.3068,0.29822,0.62306,
0.028145,0.026051,0.027065,0.027065,0.28998,0.29277,0.29034,0.28397,0,0.318125,0.318821,0.317405,0.311035,0.094498,
0.026806,0.024039,0.024322,0.024322,0.29706,0.30347,0.30103,0.29464,0,0.323866,0.327509,0.325352,0.318962,0.0091827,
0.02617,0.023808,0.024173,0.024173,0.31172,0.31447,0.31155,0.30496,0,0.33789,0.338278,0.335723,0.329133,0.050074,
0.024797,0.022422,0.022356,0.022356,0.3243,0.32869,0.32456,0.32204,0,0.349097,0.351112,0.346916,0.344396,0.81051,
0.023801,0.021811,0.02153,0.02153,0.33836,0.34155,0.33748,0.33359,0,0.362161,0.363361,0.35901,0.35512,0.65417,
0.02198,0.020739,0.019316,0.019316,0.3454,0.35127,0.34802,0.34081,0,0.36738,0.372009,0.367336,0.360126,0.13417,
0.020984,0.018858,0.019051,0.019051,0.35683,0.36305,0.36058,0.35284,0,0.377814,0.381908,0.379631,0.371891,0,
0.018597,0.016878,0.017019,0.017019,0.36935,0.37523,0.37343,0.36582,0,0.387947,0.392108,0.390449,0.382839,0.93137,
0.017773,0.017241,0.016821,0.016821,0.38639,0.3919,0.38801,0.38375,0,0.404163,0.409141,0.404831,0.400571,0.20246,
0.016485,0.015773,0.015499,0.015499,0.39874,0.40677,0.40334,0.39697,0,0.415225,0.422543,0.418839,0.412469,1,
0.016331,0.014832,0.015201,0.015201,0.41613,0.42047,0.4183,0.41243,0,0.432461,0.435302,0.433501,0.427631,0.16236,
0.015867,0.013925,0.013846,0.013846,0.42935,0.43536,0.43228,0.42899,0,0.445217,0.449285,0.446126,0.442836,0.81751,
0.013738,0.013479,0.012805,0.012805,0.44831,0.45867,0.45095,0.44787,0,0.462048,0.472149,0.463755,0.460675,0.57137,
0.013223,0.011879,0.012723,0.012723,0.46662,0.47498,0.46787,0.46539,0,0.479843,0.486859,0.480593,0.478113,0.43285,
0.012415,0.012028,0.011616,0.011616,0.48583,0.4946,0.48756,0.48543,0,0.498245,0.506628,0.499176,0.497046,0.55586,
0.012381,0.010939,0.011781,0.011781,0.50139,0.51205,0.50654,0.50341,0,0.513771,0.522989,0.518321,0.515191,0.36679,
0.010664,0.010592,0.0097817,0.0097817,0.523,0.53434,0.52791,0.52522,0,0.533664,0.544932,0.5376917,0.5350017,0.39148,
0.0094618,0.0081173,0.0083112,0.0083112,0.54071,0.55507,0.54576,0.54387,0,0.5501718,0.5631873,0.5540712,0.5521812,0.4895,
0.0082254,0.0082163,0.008179,0.008179,0.5653,0.57493,0.56914,0.56538,0,0.5735254,0.5831463,0.577319,0.573559,0.57428,
0.0079679,0.0078534,0.0068406,0.0068406,0.58454,0.59666,0.58958,0.58646,0,0.5925079,0.6045134,0.5964206,0.5933006,0.5705,
0.0076588,0.006715,0.0071711,0.0071711,0.60494,0.61941,0.61027,0.61449,0,0.6125988,0.626125,0.6174411,0.6216611,0.41334,
0.0068173,0.0063025,0.0066588,0.0066588,0.63097,0.64521,0.63606,0.63635,0,0.6377873,0.6515125,0.6427188,0.6430088,0.12256,
0.0060789,0.005791,0.0055518,0.0055518,0.65428,0.66951,0.65873,0.66307,0,0.6603589,0.675301,0.6642818,0.6686218,0.43782,
0.0058557,0.0051806,0.0048413,0.0048413,0.67995,0.69689,0.68643,0.6879,0,0.6858057,0.7020706,0.6912713,0.6927413,0.3262,
0.0038466,0.0052301,0.0041308,0.0041308,0.70614,0.72237,0.71118,0.71505,0,0.7099866,0.7276001,0.7153108,0.7191808,0.54176,
0.0046365,0.0044381,0.0038995,0.0038995,0.73672,0.75135,0.74017,0.74629,0,0.7413565,0.7557881,0.7440695,0.7501895,0.40611,
0.0042415,0.0042402,0.0037508,0.0037508,0.76791,0.77705,0.76706,0.77366,0,0.7721515,0.7812902,0.7708108,0.7774108,0.51249,
0.003091,0.0029203,0.0031725,0.0031725,0.79544,0.80984,0.79682,0.80772,0,0.798531,0.8127603,0.7999925,0.8108925,0.51994,
0.0028162,0.0024418,0.0024289,0.0024289,0.82851,0.83887,0.82418,0.84058,0,0.8313262,0.8413118,0.8266089,0.8430089,0.26847,
0.0012192,0.0020458,0.0014706,0.0014706,0.8581,0.86875,0.85742,0.87176,0,0.8593192,0.8707958,0.8588906,0.8732306,0.58964,
0.0012879,0.0023593,0.0015862,0.0015862,0.8913,0.90062,0.88901,0.90136,0,0.8925879,0.9029793,0.8905962,0.9029462,0.079072,
0.00044647,0.00072594,0.00084268,0.00084268,0.92434,0.92747,0.92036,0.93273,0,0.92478647,0.92819594,0.92120268,0.93357268,0.24951,
0.00044647,0,0.00087573,0.00087573,0.96241,0.96,0.95576,0.96456,0,0.96285647,0.96,0.95663573,0.96543573,0.3548,
0,8.25E-05,0,0,1,1,1,1,0,1,1.0000825,1,1,0.2893,
