intensity,750,800,850,uaa,left,right,ctr,,,
1975,2445,3088,2196,0.4606,,,,,,
1990,2444,3089,2195,0.3691,,,,,,
1981,2452,3187,2215,0.3483,,,,,,
1986,2508,3222,2294,0.5105,,,,,,
1967,2473,3255,2247,0.7048,,,,,,
2017,2543,3303,2270,0.3397,,,,,,
2023,2571,3316,2265,0.1519,,,,,,
1949,2545,3397,2264,0.748,,,,,,
1983,2586,3425,2355,0.8156,,,,,,
2017,2656,3553,2339,0.3049,,,,,,
1969,2669,3605,2317,0.8292,,,,,,
2001,2689,3654,2367,0.6148,,,,,,
2015,2758,3762,2410,0.3421,,,,,,
2070,2763,3769,2421,0.1242,,,,,,
2080,2798,3849,2440,0.1633,,,,,,
2056,2834,3947,2450,0.3045,,,,,,
2044,2962,3995,2486,0.3227,,,,,,
2044,2917,4113,2502,0.3741,,,,,,
2042,2916,4166,2488,0.397,,,,,,
2118,3026,4271,2529,0.2427,,,,,,
2136,3052,4398,2595,0.1944,,,,,,
2101,3110,4481,2611,0.2469,,,,,,
2118,3160,4547,2617,0.3419,,,,,,
2094,3223,4691,2649,0.3532,,,,,,
2142,3274,4746,2736,0.2561,,,,,,
2159,3336,4900,2733,0.2555,,,,,,
2170,3381,5039,2767,0.3262,,,,,,
2156,3412,5163,2824,0.384,,,,,,
2172,3501,5317,2805,0.34,,,,,,
2202,3591,5422,2905,0.1883,,,,,,
2212,3680,5544,2883,0.3224,,,,,,
2222,3722,5727,2976,0.3007,,,,,,
2247,3840,5885,2985,0.2605,,,,,,
2260,3838,6027,3059,0.3617,,,,,,
2315,3979,6162,3108,0.2854,,,,,,
2318,4056,6354,3173,0.2789,,,,,,
2313,4227,6630,3208,0.3508,,,,,,
2385,4327,6814,3290,0.2304,,,,,,
2387,4381,7017,3318,0.267,,,,,,
2434,4526,7253,3473,0.2745,,,,,,
2437,4618,7504,3481,0.3075,,,,,,
2453,4790,7725,3557,0.2999,,,,,,
2527,4946,7983,3639,0.2625,,,,,,
2528,5039,8176,3729,0.3103,,,,,,
2576,5256,8529,3859,0.3003,,,,,,
2635,5364,8804,3940,0.2489,,,,,,
2654,5580,9169,3988,0.3076,,,,,,
2731,5733,9393,4100,0.2812,,,,,,
2788,5948,9845,4222,0.2783,,,,,,
2807,6205,10200,4347,0.2736,,,,,,
2799,6398,10535,4477,0.2892,,,,,,
2924,6587,10998,4629,0.2617,,,,,,
2992,6832,11390,4720,0.2353,,,,,,
3112,7073,11847,4868,0.2065,,,,,,
3104,7402,12348,4991,0.2709,,,,,,
3221,7692,12831,5211,0.2542,,,,,,
3267,7957,13329,5382,0.27,,,,,,
3373,8340,13990,5557,0.2593,,,,,,
3505,8701,14569,5805,0.2525,,,,,,
3525,8954,15164,5908,0.2702,,,,,,
3664,9366,15794,6130,0.2711,,,,,,
3770,9666,16464,6334,0.2654,,,,,,
3865,10196,17249,6603,0.2702,,,,,,
4043,10575,18029,6843,0.2498,,,,,,
4152,11122,18799,7062,0.2669,,,,,,
4295,11532,19741,7425,0.2677,,,,,,
4471,12139,20629,7717,0.2696,,,,,,
4621,12785,21512,8120,0.266,,,,,,
4839,13327,22574,8463,0.2482,,,,,,
5007,13992,23602,8747,0.2477,,,,,,
5247,14697,24880,9191,0.251,,,,,,
5370,15449,25922,9571,0.2308,,,,,,
5582,16124,27116,9998,0.2351,,,,,,
5806,16891,28414,10374,0.2431,,,,,,
6083,17787,29820,10874,0.2387,,,,,,
6361,18666,31309,11414,0.2363,,,,,,
6641,19664,32979,12019,0.242,,,,,,
7028,20593,34630,12554,0.2297,,,,,,
7261,21651,36364,13152,0.2465,,,,,,
7635,22808,38209,13826,0.2487,,,,,,
7996,23991,40149,14454,0.2607,,,,,,
8376,25331,42143,15220,0.2589,,,,,,
8840,26700,44411,16017,0.2644,,,,,,
9319,28096,46550,16828,0.2653,,,,,,
9769,29512,48996,17631,0.26,,,,,,
10304,31019,51405,18438,0.2596,,,,,,
10893,32595,54020,19316,0.2668,,,,,,
11437,34416,56615,20407,0.2443,,,,,,
2400,2674,2623,2315,1,p13-pre-s11,,,,,
2448,2667,2622,2314,0.937,,,,,,
2497,2739,2681,2309,0.7753,,,,,,
2477,2707,2691,2366,0.9001,,,,,,
2518,2775,2677,2339,0.7319,,,,,,
2522,2805,2747,2380,0.8599,,,,,,
2539,2838,2768,2436,0.8174,,,,,,
2558,2857,2777,2401,0.9239,,,,,,
2598,2868,2808,2389,0.5731,,,,,,
2615,2900,2861,2428,0.7389,,,,,,
2653,2933,2822,2465,0.788,,,,,,
2623,2970,2914,2507,0.7914,,,,,,
2648,3020,2969,2482,0.8174,,,,,,
2694,3010,2914,2503,0.732,,,,,,
2737,3059,3030,2553,0.7702,,,,,,
2710,3127,3059,2558,0.8395,,,,,,
2812,3179,3056,2621,0.6386,,,,,,
2821,3196,3080,2605,0.72,,,,,,
2839,3286,3127,2644,0.7169,,,,,,
2857,3271,3178,2647,0.6428,,,,,,
2934,3322,3241,2699,0.519,,,,,,
2942,3376,3246,2707,0.5687,,,,,,
2947,3421,3307,2727,0.6124,,,,,,
2995,3480,3378,2734,0.6221,,,,,,
3040,3524,3331,2761,0.5245,,,,,,
3043,3554,3464,2761,0.6653,,,,,,
3067,3595,3470,2843,0.56,,,,,,
3106,3700,3497,2865,0.5764,,,,,,
3175,3694,3599,2900,0.5357,,,,,,
3199,3772,3605,2964,0.4994,,,,,,
3236,3836,3610,2941,0.5552,,,,,,
3270,3905,3744,2996,0.5775,,,,,,
3304,3967,3707,3019,0.4814,,,,,,
3325,4051,3831,3062,0.5182,,,,,,
3409,4098,3870,3114,0.4532,,,,,,
3392,4142,3934,3127,0.4888,,,,,,
3449,4200,4013,3160,0.5078,,,,,,
3526,4320,4093,3222,0.3951,,,,,,
3608,4391,4187,3258,0.4423,,,,,,
3636,4417,4267,3248,0.4012,,,,,,
3711,4503,4248,3369,0.3662,,,,,,
3755,4538,4388,3401,0.3848,,,,,,
3755,4667,4429,3472,0.3933,,,,,,
3872,4779,4594,3463,0.3554,,,,,,
3877,4814,4679,3528,0.4201,,,,,,
3981,4925,4753,3605,0.3223,,,,,,
4008,5046,4805,3644,0.3708,,,,,,
4088,5113,4874,3703,0.3334,,,,,,
4162,5232,5002,3782,0.2944,,,,,,
4233,5382,5105,3818,0.3086,,,,,,
4271,5484,5205,3934,0.3573,,,,,,
4397,5585,5402,3976,0.2722,,,,,,
4454,5751,5449,4065,0.2961,,,,,,
4536,5873,5660,4190,0.3162,,,,,,
4653,5969,5761,4312,0.1898,,,,,,
4709,6135,5806,4299,0.269,,,,,,
4800,6245,6019,4420,0.2464,,,,,,
4936,6441,6130,4546,0.1812,,,,,,
5020,6607,6287,4610,0.1838,,,,,,
5146,6761,6428,4682,0.1734,,,,,,
5199,6880,6576,4788,0.175,,,,,,
5340,7082,6765,4958,0.1687,,,,,,
5482,7322,6942,5001,0.125,,,,,,
5581,7507,7152,5101,0.1221,,,,,,
5665,7580,7296,5230,0.1102,,,,,,
5762,7803,7472,5371,0.1416,,,,,,
5922,8038,7771,5506,0.1025,,,,,,
6082,8195,7915,5617,0.0657,,,,,,
6212,8393,8142,5737,0.0516,,,,,,
6251,8688,8367,5908,0.1166,,,,,,
6494,8863,8617,6025,0.0016,,,,,,
6588,9142,8810,6184,0.0815,,,,,,
6762,9435,9083,6405,0.0599,,,,,,
6890,9654,9332,6498,0.0515,,,,,,
7124,9960,9572,6674,0,,,,,,
7224,10309,9849,6866,0.0241,,,,,,
7464,10570,10083,7028,0.0017,,,,,,
7638,10851,10461,7251,0.0368,,,,,,
7890,11168,10749,7420,0.0368,,,,,,
8130,11525,11127,7664,0.0368,,,,,,
8263,11859,11402,7853,0.0368,,,,,,
8526,12153,11857,8164,0.0368,,,,,,
8745,12598,12179,8343,0.0368,,,,,,
8998,13034,12584,8702,0.0368,,,,,,
9318,13570,13067,8975,0.0368,,,,,,
9572,13905,13397,9225,0.0368,,,,,,
9780,14357,13880,9492,0.0368,,,,,,
10056,14847,14352,9798,0.0368,,,,,,
10379,15420,14856,10212,0.0368,,,,,,
10784,15968,15473,10568,0.0368,,,,,,
11002,16428,15850,10781,0.0368,,,,,,
11392,16954,16423,11180,0.0368,,,,,,
11773,17603,16950,11607,0.0368,,,,,,
12132,18124,17493,11887,0.0368,,,,,,
12503,18786,18141,12295,0.0368,,,,,,
12759,19378,18699,12841,0.0368,,,,,,
13283,20018,19353,13263,0.0368,,,,,,
13742,20837,20168,13818,0.0368,,,,,,
14116,21517,20874,14351,0.0368,,,,,,
14509,22206,21424,14731,0.0368,,,,,,
15021,22820,22296,15198,0.0368,,,,,,
15521,23561,23126,15723,0.0368,,,,,,
16055,24481,23923,16377,0.0368,,,,,,
16534,25374,24806,16871,0.0368,,,,,,
16953,26233,25710,17557,0.0368,,,,,,
17554,27159,26637,18220,0.0368,,,,,,
18295,28248,27705,19028,0.0368,,,,,,
18926,29339,28691,19796,0.0368,,,,,,
19532,30359,29817,20424,0.0368,,,,,,
20258,31496,30839,21260,0.0368,,,,,,
20937,32714,32167,22226,0.0368,,,,,,
21634,33771,33269,22930,0.0368,,,,,,
22362,35053,34371,23837,0.0368,,,,,,
23057,36255,35661,24820,0.0368,,,,,,
23865,37622,37026,25641,0.0368,,,,,,
24712,39065,38480,26785,0.0368,,,,,,
25671,40408,39932,27813,0.0368,,,,,,
26481,41909,41524,28936,0.0368,,,,,,
27488,43349,43161,30008,0.0368,,,,,,
28435,45016,44689,31159,0.0368,,,,,,
29332,46481,46350,32343,0.0368,,,,,,
30546,48376,48009,33906,0.0368,,,,,,
31707,50247,49964,35292,0.0368,,,,,,
32730,51960,51875,36531,0.0368,,,,,,
33941,53603,53826,38008,0.0368,,,,,,
35164,55415,55846,39262,0.0368,,,,,,
36457,57341,57901,40719,0.0368,,,,,,
37859,59347,60124,42356,0.0368,,,,,,
