ir,ia,iir,iia,i-lookup-690r,ii-lookup-690r,ir-690-r-test,iir-690-r-test,ir-750-c-test,iir-750-c-test,ir-800-l-test,iir-800-l-test,,iknee-a-690-test,iiknee-a-690-test,iknee-n-690-test,iiknee-n-690-test,,iknee-a-750-test,iiknee-a-750-test,iknee-n-750-test,iiknee-n-750-test,,iknee-a-690-lookup,iiknee-a-690-lookup
2.45E+03,0.8369,1.49E+03,0.19367,,,,,,,,,,,,,,,,,,,,,
2.44E+03,0.73721,1.55E+03,0.29322,,,,,,,,,,,,,,,,,,,,,
2.33E+03,0.79153,1.51E+03,0.25985,,,,,,,,,,,,,,,,,,,,,
2.28E+03,0.74847,1.58E+03,0.30905,,,,,,,,,,,,,,,,,,,,,
2.25E+03,0.6976,1.59E+03,0.28587,,,,,,,,,,,,,,,,,,,,,
2.24E+03,0.60858,1.65E+03,0.28111,,,,,,,,,,,,,,,,,,,,,
2.14E+03,0.66174,1.71E+03,0.30533,,,,,,,,,,,,,,,,,,,,,
2.10E+03,0.6222,1.74E+03,0.33193,,,,,,,,,,,,,,,,,,,,,
2.01E+03,0.66665,1.76E+03,0.38821,,,,,,,,,,,,,,,,,,,,,
2.00E+03,0.58503,1.77E+03,0.33814,,,,,,,,,,,,,,,,,,,,,
1.85E+03,0.72432,1.86E+03,0.41451,,,,,,,,,,,,,,,,,,,,,
1.86E+03,0.60996,1.85E+03,0.42081,,,,,,,,,,,,,,,,,,,,,
1.77E+03,0.66664,1.90E+03,0.45043,,,,,,,,,,,,,,,,,,,,,
1.76E+03,0.604,1.93E+03,0.39192,,,,,,,,,,,,,,,,,,,,,
1.80E+03,0.44514,2.04E+03,0.43634,,,,,,,,,,,,,,,,,,,,,
1.74E+03,0.46262,2.06E+03,0.40681,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.52059,2.16E+03,0.48852,,,,,,,,,,,,,,,,,,,,,
1.62E+03,0.49503,2.14E+03,0.49057,,,,,,,,,,,,,,,,,,,,,
1.58E+03,0.48405,2.21E+03,0.48563,,,,,,,,,,,,,,,,,,,,,
1.53E+03,0.48461,2.28E+03,0.50523,,,,,,,,,,,,,,,,,,,,,
1.52E+03,0.43189,2.33E+03,0.52557,,,,,,,,,,,,,,,,,,,,,
1.47E+03,0.44425,2.38E+03,0.50579,,,,,,,,,,,,,,,,,,,,,
1.45E+03,0.38893,2.48E+03,0.56473,,,,,,,,,,,,,,,,,,,,,
1.41E+03,0.3942,2.49E+03,0.54852,,,,,,,,,,,,,,,,,,,,,
1.40E+03,0.32646,2.59E+03,0.56705,,,,,,,,,,,,,,,,,,,,,
1.37E+03,0.31978,2.65E+03,0.56472,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.26254,2.74E+03,0.57938,,,,,,,,,,,,,,,,,,,,,
1.31E+03,0.27686,2.81E+03,0.59532,,,,,,,,,,,,,,,,,,,,,
1.29E+03,0.24586,2.88E+03,0.60736,,,,,,,,,,,,,,,,,,,,,
1.25E+03,0.26083,2.96E+03,0.62175,,,,,,,,,,,,,,,,,,,,,
1.21E+03,0.2746,3.04E+03,0.66813,,,,,,,,,,,,,,,,,,,,,
1.20E+03,0.2189,3.08E+03,0.68255,,,,,,,,,,,,,,,,,,,,,
1.16E+03,0.23859,3.17E+03,0.6666,,,,,,,,,,,,,,,,,,,,,
1.12E+03,0.2482,3.29E+03,0.70901,,,,,,,,,,,,,,,,,,,,,
1.13E+03,0.16728,3.35E+03,0.70069,,,,,,,,,,,,,,,,,,,,,
1.13E+03,0.1077,3.47E+03,0.74266,,,,,,,,,,,,,,,,,,,,,
1.07E+03,0.17172,3.53E+03,0.71353,,,,,,,,,,,,,,,,,,,,,
1.06E+03,0.12698,3.69E+03,0.75478,,,,,,,,,,,,,,,,,,,,,
1.02E+03,0.15188,3.76E+03,0.75515,,,,,,,,,,,,,,,,,,,,,
9.94E+02,0.1467,3.88E+03,0.80118,,,,,,,,,,,,,,,,,,,,,
9.79E+02,0.11928,3.95E+03,0.77318,,,,,,,,,,,,,,,,,,,,,
1.00E+03,0,4.13E+03,0.78418,,,,,,,,,,,,,,,,,,,,,
9.52E+02,0.060688,4.25E+03,0.8114,,,,,,,,,,,,,,,,,,,,,
8.88E+02,0.15888,4.36E+03,0.81915,,,,,,,,,,,,,,,,,,,,,
9.15E+02,0.030739,4.50E+03,0.86228,,,,,,,,,,,,,,,,,,,,,
20463,0.24795,4.59E+03,0.82901,,,,,,,,,,,,,,,,,,,,,
19727,0.246,4.81E+03,0.85753,,,,,,,,,,,,,,,,,,,,,
19043,0.23643,4.93E+03,0.8704,,,,,,,,,,,,,,,,,,,,,
18470,0.19635,5.08E+03,0.90473,,,,,,,,,,,,,,,,,,,,,
17778,0.21033,5.21E+03,0.89147,,,,,,,,,,,,,,,,,,,,,
17259,0.16863,5.42E+03,0.95043,,,,,,,,,,,,,,,,,,,,,
16643,0.17342,5.51E+03,0.92446,,,,,,,,,,,,,,,,,,,,,
16157,0.13628,5.76E+03,0.95126,,,,,,,,,,,,,,,,,,,,,
1.55E+04,0.16503,5.92E+03,0.93018,,,,,,,,,,,,,,,,,,,,,
1.49E+04,0.18704,6.18E+03,0.95092,,,,,,,,,,,,,,,,,,,,,
1.45E+04,0.14838,6.36E+03,0.90971,,,,,,,,,,,,,,,,,,,,,
1.41E+04,0.12541,6.68E+03,0.96508,,,,,,,,,,,,,,,,,,,,,
1.37E+04,0.085963,6.82E+03,0.98326,,,,,,,,,,,,,,,,,,,,,
1.32E+04,0.10167,7.03E+03,0.98413,,,,,,,,,,,,,,,,,,,,,
1.28E+04,0.078563,7.30E+03,0.9826,,,,,,,,,,,,,,,,,,,,,
1.23E+04,0.1012,7.57E+03,0.96887,,,,,,,,,,,,,,,,,,,,,
1.19E+04,0.11689,7.89E+03,0.98136,,,,,,,,,,,,,,,,,,,,,
1.16E+04,0.089355,8.16E+03,0.95209,,,,,,,,,,,,,,,,,,,,,
1.12E+04,0.10355,8.54E+03,0.99979,,,,,,,,,,,,,,,,,,,,,
1.09E+04,0.045808,8.76E+03,0.99509,,,,,,,,,,,,,,,,,,,,,
1.05E+04,0.059352,9.10E+03,0.96763,,,,,,,,,,,,,,,,,,,,,
1.02E+04,0.050866,9.52E+03,1,,,,,,,,,,,,,,,,,,,,,
9.83E+03,0.085377,9.81E+03,0.99579,,,,,,,,,,,,,,,,,,,,,
9.59E+03,0.044222,1.02E+04,0.96766,,,,,,,,,,,,,,,,,,,,,
9.33E+03,0.020884,1.07E+04,0.98802,,,,,,,,,,,,,,,,,,,,,
8.95E+03,0.071739,1.11E+04,0.96223,,,,,,,,,,,,,,,,,,,,,
8.74E+03,0.03059,1.16E+04,0.95411,,,,,,,,,,,,,,,,,,,,,
8.52E+03,0,1.20E+04,0.93904,,,,,,,,,,,,,,,,,,,,,
8.18E+03,0.048009,1.26E+04,0.95475,,,,,,,,,,,,,,,,,,,,,
7.99E+03,0.013806,1.30E+04,0.9316,,,,,,,,,,,,,,,,,,,,,
7.65E+03,0.075317,1.36E+04,0.92555,,,,,,,,,,,,,,,,,,,,,
7.49E+03,0.022821,1.42E+04,0.91318,,,,,,,,,,,,,,,,,,,,,
7.20E+03,0.069806,1.48E+04,0.91971,,,,,,,,,,,,,,,,,,,,,
7.05E+03,0.02377,1.54E+04,0.89179,,,,,,,,,,,,,,,,,,,,,
6.79E+03,0.057836,1.61E+04,0.86966,,,,,,,,,,,,,,,,,,,,,
6.66E+03,0.0020636,1.69E+04,0.83192,,,,,,,,,,,,,,,,,,,,,
6.42E+03,0.034846,1.77E+04,0.84574,,,,,,,,,,,,,,,,,,,,,
6.16E+03,0.085363,1.84E+04,0.83852,,,,,,,,,,,,,,,,,,,,,
6.09E+03,0.0025923,1.92E+04,0.8299,,,,,,,,,,,,,,,,,,,,,
5.83E+03,0.061269,2.01E+04,0.8205,,,,,,,,,,,,,,,,,,,,,
5.64E+03,0.080137,2.10E+04,0.82057,,,,,,,,,,,,,,,,,,,,,
5.49E+03,0.062841,2.19E+04,0.82111,,,,,,,,,,,,,,,,,,,,,
5.29E+03,0.10152,2.28E+04,0.79801,,,,,,,,,,,,,,,,,,,,,
5.12E+03,0.11714,2.39E+04,0.79319,,,,,,,,,,,,,,,,,,,,,
4.98E+03,0.10853,2.50E+04,0.77935,,,,,,,,,,,,,,,,,,,,,
4.76E+03,0.17287,2.61E+04,0.78068,,,,,,,,,,,,,,,,,,,,,
4.70E+03,0.10225,2.73E+04,0.78338,,,,,,,,,,,,,,,,,,,,,
4.55E+03,0.12203,2.85E+04,0.78359,,,,,,,,,,,,,,,,,,,,,
4.39E+03,0.14591,2.97E+04,0.76288,,,,,,,,,,,,,,,,,,,,,
4.29E+03,0.12401,8.50E+02,0.5429,,,,,,,,,,,,,,,,,,,,,
4.12E+03,0.16781,9.15E+02,0.39537,,,,,,,,,,,,,,,,,,,,,
4.00E+03,0.17835,9.17E+02,0.47719,,,,,,,,,,,,,,,,,,,,,
3.88E+03,0.18182,9.58E+02,0.42533,,,,,,,,,,,,,,,,,,,,,
3.74E+03,0.21363,9.50E+02,0.54389,,,,,,,,,,,,,,,,,,,,,
3.57E+03,0.28313,1.02E+03,0.40828,,,,,,,,,,,,,,,,,,,,,
3.50E+03,0.24869,1.01E+03,0.51367,,,,,,,,,,,,,,,,,,,,,
3.32E+03,0.35062,1.03E+03,0.5425,,,,,,,,,,,,,,,,,,,,,
3.31E+03,0.2538,1.05E+03,0.58621,,,,,,,,,,,,,,,,,,,,,
3.25E+03,0.20786,1.10E+03,0.53671,,,,,,,,,,,,,,,,,,,,,
3.02E+03,0.38561,1.08E+03,0.69194,,,,,,,,,,,,,,,,,,,,,
2.99E+03,0.31579,1.14E+03,0.59704,,,,,,,,,,,,,,,,,,,,,
2.89E+03,0.33861,1.13E+03,0.72245,,,,,,,,,,,,,,,,,,,,,
2.82E+03,0.33108,1.16E+03,0.72617,,,,,,,,,,,,,,,,,,,,,
2.72E+03,0.3594,1.22E+03,0.66766,,,,,,,,,,,,,,,,,,,,,
2.64E+03,0.36288,1.21E+03,0.78414,,,,,,,,,,,,,,,,,,,,,
2.59E+03,0.33268,1.27E+03,0.73208,,,,,,,,,,,,,,,,,,,,,
2.44E+03,0.45635,1.31E+03,0.71696,,,,,,,,,,,,,,,,,,,,,
2.40E+03,0.40787,1.37E+03,0.66808,,,,,,,,,,,,,,,,,,,,,
2.36E+03,0.37062,1.40E+03,0.69603,,,,,,,,,,,,,,,,,,,,,
2.29E+03,0.37724,1.41E+03,0.77135,,,,,,,,,,,,,,,,,,,,,
2.19E+03,0.44535,1.46E+03,0.76195,,,,,,,,,,,,,,,,,,,,,
2.06E+03,0.55771,1.51E+03,0.74892,,,,,,,,,,,,,,,,,,,,,
2.05E+03,0.48062,1.56E+03,0.72534,,,,,,,,,,,,,,,,,,,,,
1.94E+03,0.57343,1.57E+03,0.81067,,,,,,,,,,,,,,,,,,,,,
1.93E+03,0.50267,1.60E+03,0.86389,,,,,,,,,,,,,,,,,,,,,
1.90E+03,0.4665,1.65E+03,0.85182,,,,,,,,,,,,,,,,,,,,,
1.79E+03,0.58124,1.71E+03,0.84881,,,,,,,,,,,,,,,,,,,,,
1.71E+03,0.6457,1.76E+03,0.83844,,,,,,,,,,,,,,,,,,,,,
1.69E+03,0.58647,1.85E+03,0.75804,,,,,,,,,,,,,,,,,,,,,
1.61E+03,0.6619,1.80E+03,1,,,,,,,,,,,,,,,,,,,,,
1.62E+03,0.5512,1.94E+03,0.81835,,,,,,,,,,,,,,,,,,,,,
1.56E+03,0.59441,1.95E+03,0.92577,,,,,,,,,,,,,,,,,,,,,
1.53E+03,0.5504,2.03E+03,0.88042,,,,,,,,,,,,,,,,,,,,,
1.46E+03,0.6212,2.12E+03,0.83994,,,,,,,,,,,,,,,,,,,,,
1.43E+03,0.61292,2.19E+03,0.82905,,,,,,,,,,,,,,,,,,,,,
1.31E+03,0.79754,2.26E+03,0.82864,,,,,,,,,,,,,,,,,,,,,
1.28E+03,0.80544,2.38E+03,0.73459,,,,,,,,,,,,,,,,,,,,,
1.22E+03,0.85944,2.48E+03,0.69268,,,,,,,,,,,,,,,,,,,,,
1.25E+03,0.7052,2.46E+03,0.85688,,,,,,,,,,,,,,,,,,,,,
1.14E+03,0.90205,2.58E+03,0.78571,,,,,,,,,,,,,,,,,,,,,
1.15E+03,0.80328,2.70E+03,0.73348,,,,,,,,,,,,,,,,,,,,,
1.08E+03,0.89962,2.75E+03,0.78135,,,,,,,,,,,,,,,,,,,,,
1.04E+03,0.95012,2.89E+03,0.70206,,,,,,,,,,,,,,,,,,,,,
1.09E+03,0.7069,2.94E+03,0.77585,,,,,,,,,,,,,,,,,,,,,
1.02E+03,0.83544,3.12E+03,0.64985,,,,,,,,,,,,,,,,,,,,,
9.44E+02,1,3.24E+03,0.61886,,,,,,,,,,,,,,,,,,,,,
9.37E+02,0.93901,3.29E+03,0.6853,,,,,,,,,,,,,,,,,,,,,
19414,0.086188,3.44E+03,0.63739,,,,,,,,,,,,,,,,,,,,,
18728,0.066718,3.57E+03,0.6116,,,,,,,,,,,,,,,,,,,,,
17960,0.088624,3.73E+03,0.55698,,,,,,,,,,,,,,,,,,,,,
17268,0.094516,3.83E+03,0.57166,,,,,,,,,,,,,,,,,,,,,
16764,0.039054,3.96E+03,0.57653,,,,,,,,,,,,,,,,,,,,,
16050,0.075338,4.13E+03,0.51883,,,,,,,,,,,,,,,,,,,,,
15508,0.05421,4.22E+03,0.57508,,,,,,,,,,,,,,,,,,,,,
14858,0.087722,4.44E+03,0.48998,,,,,,,,,,,,,,,,,,,,,
14520,0,4.58E+03,0.49224,,,,,,,,,,,,,,,,,,,,,
13657,0.14815,4.76E+03,0.46772,,,,,,,,,,,,,,,,,,,,,
13161,0.14804,4.92E+03,0.46226,,,,,,,,,,,,,,,,,,,,,
12576,0.19989,5.14E+03,0.40693,,,,,,,,,,,,,,,,,,,,,
12189,0.16752,5.29E+03,0.42315,,,,,,,,,,,,,,,,,,,,,
11685,0.20126,5.52E+03,0.37405,,,,,,,,,,,,,,,,,,,,,
11261,0.20485,5.79E+03,0.29839,,,,,,,,,,,,,,,,,,,,,
10870,0.20014,5.95E+03,0.32764,,,,,,,,,,,,,,,,,,,,,
10499,0.19311,6.10E+03,0.37659,,,,,,,,,,,,,,,,,,,,,
10060,0.23196,6.38E+03,0.30984,,,,,,,,,,,,,,,,,,,,,
9684,0.24536,6.61E+03,0.29978,,,,,,,,,,,,,,,,,,,,,
9340,0.24886,6.88E+03,0.26397,,,,,,,,,,,,,,,,,,,,,
9013,0.25033,7.09E+03,0.28206,,,,,,,,,,,,,,,,,,,,,
8642,0.28711,7.35E+03,0.27264,,,,,,,,,,,,,,,,,,,,,
8283,0.3262,7.60E+03,0.27561,,,,,,,,,,,,,,,,,,,,,
7987,0.33341,7.89E+03,0.25362,,,,,,,,,,,,,,,,,,,,,
7712,0.33422,8.21E+03,0.22071,,,,,,,,,,,,,,,,,,,,,
7413,0.35922,8.52E+03,0.20999,,,,,,,,,,,,,,,,,,,,,
7176,0.34826,8.81E+03,0.21104,,,,,,,,,,,,,,,,,,,,,
6843,0.41492,9.16E+03,0.18855,,,,,,,,,,,,,,,,,,,,,
6610,0.41598,9.46E+03,0.20005,,,,,,,,,,,,,,,,,,,,,
6354,0.44213,9.89E+03,0.1463,,,,,,,,,,,,,,,,,,,,,
6.12E+03,0.45705,1.02E+04,0.18005,,,,,,,,,,,,,,,,,,,,,
5.91E+03,0.4611,1.06E+04,0.15825,,,,,,,,,,,,,,,,,,,,,
5.69E+03,0.48654,1.10E+04,0.12705,,,,,,,,,,,,,,,,,,,,,
5.44E+03,0.53783,1.14E+04,0.1462,,,,,,,,,,,,,,,,,,,,,
5.22E+03,0.57668,1.18E+04,0.14676,,,,,,,,,,,,,,,,,,,,,
5.07E+03,0.54997,1.23E+04,0.097177,,,,,,,,,,,,,,,,,,,,,
4.85E+03,0.60603,1.29E+04,0.053924,,,,,,,,,,,,,,,,,,,,,
4.70E+03,0.59401,1.32E+04,0.10437,,,,,,,,,,,,,,,,,,,,,
4.46E+03,0.67578,1.37E+04,0.11139,,,,,,,,,,,,,,,,,,,,,
4.32E+03,0.67267,1.43E+04,0.08605,,,,,,,,,,,,,,,,,,,,,
4.14E+03,0.71758,1.48E+04,0.057488,,,,,,,,,,,,,,,,,,,,,
3.99E+03,0.73655,1.55E+04,0.036929,,,,,,,,,,,,,,,,,,,,,
3.84E+03,0.75289,1.60E+04,0.061986,,,,,,,,,,,,,,,,,,,,,
3.73E+03,0.73447,1.65E+04,0.091544,,,,,,,,,,,,,,,,,,,,,
3.54E+03,0.82616,1.73E+04,0.034156,,,,,,,,,,,,,,,,,,,,,
3.44E+03,0.80406,8.68E+02,1,,,,,,,,,,,,,,,,,,,,,
3.31E+03,0.83307,9.77E+02,0.73279,,,,,,,,,,,,,,,,,,,,,
3.18E+03,0.86649,1.03E+03,0.65996,,,,,,,,,,,,,,,,,,,,,
3.06E+03,0.89302,1.01E+03,0.79816,,,,,,,,,,,,,,,,,,,,,
2.91E+03,0.9653,1.06E+03,0.73198,,,,,,,,,,,,,,,,,,,,,
2.85E+03,0.90624,1.07E+03,0.78683,,,,,,,,,,,,,,,,,,,,,
2.70E+03,1,1.15E+03,0.64454,,,,,,,,,,,,,,,,,,,,,
2.66E+03,0.92619,1.09E+03,0.90387,,,,,,,,,,,,,,,,,,,,,
2.62E+03,0.86351,1.16E+03,0.77539,,,,,,,,,,,,,,,,,,,,,
2.50E+03,0.91693,1.23E+03,0.69523,,,,,,,,,,,,,,,,,,,,,
2.43E+03,0.90655,1.21E+03,0.81398,,,,,,,,,,,,,,,,,,,,,
2.30E+03,0.99238,1.22E+03,0.8871,,,,,,,,,,,,,,,,,,,,,
2.26E+03,0.94548,1.34E+03,0.66614,,,,,,,,,,,,,,,,,,,,,
2.20E+03,0.90897,1.34E+03,0.77243,,,,,,,,,,,,,,,,,,,,,
2.13E+03,0.92052,1.43E+03,0.64314,,,,,,,,,,,,,,,,,,,,,
2.04E+03,0.96839,1.48E+03,0.61279,,,,,,,,,,,,,,,,,,,,,
1.99E+03,0.94336,1.51E+03,0.64026,,,,,,,,,,,,,,,,,,,,,
1.94E+03,0.91162,1.56E+03,0.62434,,,,,,,,,,,,,,,,,,,,,
1.87E+03,0.93867,1.70E+03,0.45277,,,,,,,,,,,,,,,,,,,,,
1.85E+03,0.85747,1.66E+03,0.59843,,,,,,,,,,,,,,,,,,,,,
1.78E+03,0.89464,1.69E+03,0.6398,,,,,,,,,,,,,,,,,,,,,
1.71E+03,0.91383,1.71E+03,0.69452,,,,,,,,,,,,,,,,,,,,,
1.66E+03,0.91089,1.83E+03,0.55593,,,,,,,,,,,,,,,,,,,,,
1.62E+03,0.88873,1.88E+03,0.56582,,,,,,,,,,,,,,,,,,,,,
1.57E+03,0.88839,1.97E+03,0.50661,,,,,,,,,,,,,,,,,,,,,
1.55E+03,0.83226,2.03E+03,0.48946,,,,,,,,,,,,,,,,,,,,,
1.51E+03,0.81178,2.10E+03,0.47747,,,,,,,,,,,,,,,,,,,,,
1.45E+03,0.84839,2.13E+03,0.52221,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.96446,2.24E+03,0.43771,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.86053,2.37E+03,0.35353,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.75163,2.42E+03,0.37732,,,,,,,,,,,,,,,,,,,,,
1.34E+03,0.71211,2.49E+03,0.366,,,,,,,,,,,,,,,,,,,,,
1.32E+03,0.65397,2.54E+03,0.3932,,,,,,,,,,,,,,,,,,,,,
1.27E+03,0.68475,2.63E+03,0.37458,,,,,,,,,,,,,,,,,,,,,
1.22E+03,0.70408,2.81E+03,0.25037,,,,,,,,,,,,,,,,,,,,,
1.16E+03,0.78257,2.82E+03,0.33509,,,,,,,,,,,,,,,,,,,,,
1.16E+03,0.67482,3.00E+03,0.21708,,,,,,,,,,,,,,,,,,,,,
1.15E+03,0.62658,3.05E+03,0.24909,,,,,,,,,,,,,,,,,,,,,
1.11E+03,0.63837,3.22E+03,0.1589,,,,,,,,,,,,,,,,,,,,,
1.06E+03,0.69049,3.19E+03,0.29498,,,,,,,,,,,,,,,,,,,,,
1.07E+03,0.56631,3.34E+03,0.23467,,,,,,,,,,,,,,,,,,,,,
1.04E+03,0.55884,3.46E+03,0.21055,,,,,,,,,,,,,,,,,,,,,
9.91E+02,0.62974,3.52E+03,0.25611,,,,,,,,,,,,,,,,,,,,,
9.75E+02,0.59015,3.70E+03,0.17243,,,,,,,,,,,,,,,,,,,,,
9.27E+02,0.65848,3.76E+03,0.22296,,,,,,,,,,,,,,,,,,,,,
9.35E+02,0.54241,3.92E+03,0.1746,,,,,,,,,,,,,,,,,,,,,
9.94E+02,0.27126,4.02E+03,0.19208,,,,,,,,,,,,,,,,,,,,,
9.16E+02,0.43235,4.17E+03,0.16093,,,,,,,,,,,,,,,,,,,,,
8.98E+02,0.4077,4.29E+03,0.16251,,,,,,,,,,,,,,,,,,,,,
8.99E+02,0.3218,4.47E+03,0.12153,,,,,,,,,,,,,,,,,,,,,
8.41E+02,0.43634,4.66E+03,0.076418,,,,,,,,,,,,,,,,,,,,,
8.50E+02,0.32374,4.69E+03,0.15899,,,,,,,,,,,,,,,,,,,,,
7.65E+02,0.55079,4.90E+03,0.10394,,,,,,,,,,,,,,,,,,,,,
32772,0.14298,5.07E+03,0.089525,,,,,,,,,,,,,,,,,,,,,
31496,0.11409,5.20E+03,0.10586,,,,,,,,,,,,,,,,,,,,,
30166,0.11571,5.46E+03,0.033965,,,,,,,,,,,,,,,,,,,,,
28983,0.095336,5.63E+03,0.027059,,,,,,,,,,,,,,,,,,,,,
27712,0.11483,5.69E+03,0.10411,,,,,,,,,,,,,,,,,,,,,
26664,0.088691,5.94E+03,0.054737,,,,,,,,,,,,,,,,,,,,,
25376,0.14665,6.11E+03,0.066243,,,,,,,,,,,,,,,,,,,,,
24419,0.12415,6.28E+03,0.077625,,,,,,,,,,,,,,,,,,,,,
23250,0.18085,6.47E+03,0.079733,,,,,,,,,,,,,,,,,,,,,
22264,0.19723,6.79E+03,0.0065928,,,,,,,,,,,,,,,,,,,,,
21435,0.17717,6.99E+03,0.013865,,,,,,,,,,,,,,,,,,,,,
20407,0.23718,7.13E+03,0.056893,,,,,,,,,,,,,,,,,,,,,
19539,0.25849,7.39E+03,0.040269,,,,,,,,,,,,,,,,,,,,,
18868,0.22324,7.69E+03,0,,,,,,,,,,,,,,,,,,,,,
18159,0.21304,7.88E+03,0.03053,,,,,,,,,,,,,,,,,,,,,
17225,0.30029,8.10E+03,0.051545,,,,,,,,,,,,,,,,,,,,,
16493,0.32588,8.37E+03,0.043018,,,,,,,,,,,,,,,,,,,,,
15726,0.37956,8.69E+03,0.018503,,,,,,,,,,,,,,,,,,,,,
15087,0.39412,8.97E+03,0.018373,,,,,,,,,,,,,,,,,,,,,
14559,0.37268,9.24E+03,0.032002,,,,,,,,,,,,,,,,,,,,,
13865,0.43579,9.53E+03,0.038006,,,,,,,,,,,,,,,,,,,,,
13302,0.45308,9.80E+03,0.058527,,,,,,,,,,,,,,,,,,,,,
12711,0.4958,1.01E+04,0.057641,,,,,,,,,,,,,,,,,,,,,
12367,0.42965,1.05E+04,0.04029,,,,,,,,,,,,,,,,,,,,,
11616,0.57742,1.08E+04,0.044796,,,,,,,,,,,,,,,,,,,,,
11164,0.58676,1.11E+04,0.072449,,,,,,,,,,,,,,,,,,,,,
10635,0.64947,1.15E+04,0.072049,,,,,,,,,,,,,,,,,,,,,
1.02E+04,0.68554,1.19E+04,0.083597,,,,,,,,,,,,,,,,,,,,,
9.74E+03,0.7224,1.23E+04,0.09147,,,,,,,,,,,,,,,,,,,,,
9.39E+03,0.7127,1.27E+04,0.090209,,,,,,,,,,,,,,,,,,,,,
9.01E+03,0.73968,1.32E+04,0.085708,,,,,,,,,,,,,,,,,,,,,
8.64E+03,0.76322,1.38E+04,0.02019,,,,,,,,,,,,,,,,,,,,,
8.30E+03,0.78043,1.41E+04,0.105,,,,,,,,,,,,,,,,,,,,,
7.96E+03,0.80344,1.45E+04,0.11738,,,,,,,,,,,,,,,,,,,,,
7.65E+03,0.82372,1.51E+04,0.091913,,,,,,,,,,,,,,,,,,,,,
7.36E+03,0.83311,1.56E+04,0.091336,,,,,,,,,,,,,,,,,,,,,
7.01E+03,0.89599,1.63E+04,0.071751,,,,,,,,,,,,,,,,,,,,,
6.71E+03,0.93415,1.68E+04,0.10523,,,,,,,,,,,,,,,,,,,,,
6.56E+03,0.86526,1.73E+04,0.12726,,,,,,,,,,,,,,,,,,,,,
6.23E+03,0.94272,1.79E+04,0.13637,,,,,,,,,,,,,,,,,,,,,
6.04E+03,0.91799,1.84E+04,0.18598,,,,,,,,,,,,,,,,,,,,,
5.79E+03,0.94491,1.91E+04,0.20424,,,,,,,,,,,,,,,,,,,,,
5.58E+03,0.94816,1.99E+04,0.16171,,,,,,,,,,,,,,,,,,,,,
5.34E+03,0.99311,2.05E+04,0.2137,,,,,,,,,,,,,,,,,,,,,
5.22E+03,0.92613,2.14E+04,0.174,,,,,,,,,,,,,,,,,,,,,
5.02E+03,0.94881,9.69E+02,0,,,,,,,,,,,,,,,,,,,,,
4.85E+03,0.94141,9.81E+02,0.028873,,,,,,,,,,,,,,,,,,,,,
4.72E+03,0.90354,9.62E+02,0.12438,,,,,,,,,,,,,,,,,,,,,
4.55E+03,0.9106,1.01E+03,0.083294,,,,,,,,,,,,,,,,,,,,,
4.39E+03,0.92038,9.87E+02,0.18474,,,,,,,,,,,,,,,,,,,,,
4.22E+03,0.93951,1.07E+03,0.063476,,,,,,,,,,,,,,,,,,,,,
4.09E+03,0.92043,1.01E+03,0.26439,,,,,,,,,,,,,,,,,,,,,
3.90E+03,0.98078,1.06E+03,0.21876,,,,,,,,,,,,,,,,,,,,,
3.75E+03,1,1.07E+03,0.25063,,,,,,,,,,,,,,,,,,,,,
3.64E+03,0.98628,1.18E+03,0.08922,,,,,,,,,,,,,,,,,,,,,
3.55E+03,0.94359,1.17E+03,0.16991,,,,,,,,,,,,,,,,,,,,,
3.44E+03,0.92834,1.17E+03,0.22804,,,,,,,,,,,,,,,,,,,,,
3.31E+03,0.94469,1.21E+03,0.21736,,,,,,,,,,,,,,,,,,,,,
3.18E+03,0.97323,1.22E+03,0.27752,,,,,,,,,,,,,,,,,,,,,
3.07E+03,0.97797,1.32E+03,0.16111,,,,,,,,,,,,,,,,,,,,,
3.00E+03,0.94091,1.29E+03,0.26976,,,,,,,,,,,,,,,,,,,,,
2.95E+03,0.87462,1.35E+03,0.23852,,,,,,,,,,,,,,,,,,,,,
2.85E+03,0.86845,1.38E+03,0.23965,,,,,,,,,,,,,,,,,,,,,
2.72E+03,0.93411,1.39E+03,0.28995,,,,,,,,,,,,,,,,,,,,,
2.65E+03,0.89418,1.47E+03,0.22349,,,,,,,,,,,,,,,,,,,,,
2.62E+03,0.82025,1.45E+03,0.32674,,,,,,,,,,,,,,,,,,,,,
2.51E+03,0.85384,1.52E+03,0.28254,,,,,,,,,,,,,,,,,,,,,
2.42E+03,0.86446,1.52E+03,0.36326,,,,,,,,,,,,,,,,,,,,,
2.33E+03,0.8873,1.56E+03,0.37111,,,,,,,,,,,,,,,,,,,,,
2.36E+03,0.71296,1.56E+03,0.43695,,,,,,,,,,,,,,,,,,,,,
2.25E+03,0.77204,1.67E+03,0.34222,,,,,,,,,,,,,,,,,,,,,
2.14E+03,0.83814,1.74E+03,0.30963,,,,,,,,,,,,,,,,,,,,,
2.15E+03,0.712,1.71E+03,0.42665,,,,,,,,,,,,,,,,,,,,,
